model_name,video_id,prompt,CLIP Score,X-CLIP Score,BLIP-BLEU,T2VScore-A (GPT-4V)
pika,190,A pair of sleek black skis,28.35138702,9.263850742,0.1,0
zeroscope,190,A pair of sleek black skis,24.15953445,13.10966802,0.327492301,0.75
floor33,191,the words 'KEEP OFF THE GRASS',20.09880829,9.852833271,0.111111111,0
gen2,191,the words 'KEEP OFF THE GRASS',18.1510582,6.566096425,0.142857143,0
modelscope,191,the words 'KEEP OFF THE GRASS',21.25823021,6.585955739,0.163746151,0
pika,191,the words 'KEEP OFF THE GRASS',21.2650032,8.73148293,0.111111111,0
zeroscope,191,the words 'KEEP OFF THE GRASS',22.54104996,11.67703295,0.163746151,0
floor33,192,the words 'KEEP OFF THE GRASS' written on a brick wall,29.56218529,16.96351719,0.454545454,0.666666667
gen2,192,the words 'KEEP OFF THE GRASS' written on a brick wall,22.32171249,11.15861257,0.17182232,0.666666667
modelscope,192,the words 'KEEP OFF THE GRASS' written on a brick wall,28.43758392,15.24580812,0.363636364,0.333333333
pika,192,the words 'KEEP OFF THE GRASS' written on a brick wall,32.02474594,16.71206443,0.043443486,0.666666667
zeroscope,192,the words 'KEEP OFF THE GRASS' written on a brick wall,21.83039665,9.451250315,0.088970823,0.666666667
floor33,193,the words 'KEEP OFF THE GRASS' on a black sticker,30.27518463,7.785324097,0.1,0.25
modelscope,193,the words 'KEEP OFF THE GRASS' on a black sticker,19.53588867,8.621787071,0.230769231,0.5
pika,193,the words 'KEEP OFF THE GRASS' on a black sticker,33.07105637,7.193849564,0.3,0.25
zeroscope,193,the words 'KEEP OFF THE GRASS' on a black sticker,14.90313435,6.935175538,0.230769231,0.25
floor33,194,the words 'KEEP OFF THE GRASS' on a sign next to a lawn,30.34802628,12.67629242,0.200723036,0.666666667
gen2,194,the words 'KEEP OFF THE GRASS' on a sign next to a lawn,15.99661636,7.360340913,0.200723036,0.333333333
modelscope,194,the words 'KEEP OFF THE GRASS' on a sign next to a lawn,16.58208656,5.309126019,0.378978599,0.333333333
pika,194,the words 'KEEP OFF THE GRASS' on a sign next to a lawn,30.21433067,8.146608724,0.155701612,0.333333333
zeroscope,194,the words 'KEEP OFF THE GRASS' on a sign next to a lawn,33.30347824,13.54472995,0.080758607,0.333333333
floor33,195,the word 'START',21.71238327,5.663387537,0.2,0
gen2,195,the word 'START',19.3697052,2.994352957,0.285714286,0
modelscope,195,the word 'START',16.40576935,5.615750313,1.22E-16,0
pika,195,the word 'START',16.01524162,5.93032164,0.133333333,0
zeroscope,195,the word 'START',15.46222115,9.937307596,1.22E-16,0
floor33,196,the word 'START' written on a street surface,30.43803787,15.08022022,0.555555555,0.666666667
modelscope,196,the word 'START' written on a street surface,21.44473648,7.402726531,0.358265655,0.333333333
pika,196,the word 'START' written on a street surface,24.27674484,12.00973362,0.4953588,0.666666667
zeroscope,196,the word 'START' written on a street surface,21.67994499,12.26862764,0.5,0.333333333
floor33,197,the word 'START' on a blue t-shirt,24.46373367,8.514289856,0.5,0.25
gen2,197,the word 'START' on a blue t-shirt,29.32884407,8.351078351,0.333333333,0.25
modelscope,197,the word 'START' on a blue t-shirt,23.17094421,7.533233881,0.333333333,0.75
pika,197,the word 'START' on a blue t-shirt,15.13629723,0.800787588,0.375,0.25
zeroscope,197,the word 'START' on a blue t-shirt,25.92078018,8.39892602,0.444444444,0.75
floor33,198,the word 'START' written above the word 'SMILING',17.63324165,5.856187105,0.111111111,0.5
gen2,198,the word 'START' written above the word 'SMILING',18.98391724,7.862491171,0.222222222,0.5
modelscope,198,the word 'START' written above the word 'SMILING',19.08825493,9.342822313,0.25,0.25
pika,198,the word 'START' written above the word 'SMILING',21.18547058,8.389213774,0.25,0.5
zeroscope,198,the word 'START' written above the word 'SMILING',16.8233223,10.4764061,0.214285714,0.25
floor33,199,Colorful plastic toy cars,15.44927216,11.35869598,2.45E-16,0
gen2,199,Colorful plastic toy cars,28.42420197,15.4761161,0.333333333,1
modelscope,199,Colorful plastic toy cars,27.57381058,15.39927387,0.4,1
pika,199,Colorful plastic toy cars,27.31537819,12.82551522,0.25,1
zeroscope,199,Colorful plastic toy cars,29.45732498,14.28729248,0.285714286,1
floor33,200,a motorcycle race through the city streets at night,27.62426376,14.73429441,0.454545455,1
gen2,200,a motorcycle race through the city streets at night,27.39797783,15.94693359,0.454545455,1
modelscope,200,a motorcycle race through the city streets at night,25.91294479,11.23473883,0.4,1
pika,200,a motorcycle race through the city streets at night,28.62816811,15.77791818,0.454545455,1
zeroscope,200,a motorcycle race through the city streets at night,29.57333565,15.91815352,0.444444444,1
floor33,201,"A silver metal train with blue and red stripes, speeding through a mountainous landscape.",29.39931107,16.27006245,0.157662618,0.857142857
gen2,201,"A silver metal train with blue and red stripes, speeding through a mountainous landscape.",31.90947533,7.407225529,0.157662618,1
modelscope,201,"A silver metal train with blue and red stripes, speeding through a mountainous landscape.",30.13114929,14.00857234,0.207627378,1
pika,201,"A silver metal train with blue and red stripes, speeding through a mountainous landscape.",28.94610786,13.10305542,0.211620431,1
zeroscope,201,"A silver metal train with blue and red stripes, speeding through a mountainous landscape.",33.01232147,14.8360455,0.276836504,0.857142857
floor33,202,"A yellow truck with a sturdy fork lifts a pile of wooden blocks. The truck has a rectangular shape and metal material, with a blue text label 'Toyota' on the hood.",31.51931763,18.28785801,0.148461013,0.625
gen2,202,"A yellow truck with a sturdy fork lifts a pile of wooden blocks. The truck has a rectangular shape and metal material, with a blue text label 'Toyota' on the hood.",30.37026024,13.38317053,0.136859772,0.625
modelscope,202,"A yellow truck with a sturdy fork lifts a pile of wooden blocks. The truck has a rectangular shape and metal material, with a blue text label 'Toyota' on the hood.",27.25136757,11.77791572,0.160605101,0.5
pika,202,"A yellow truck with a sturdy fork lifts a pile of wooden blocks. The truck has a rectangular shape and metal material, with a blue text label 'Toyota' on the hood.",27.34078407,12.73500898,0.088538515,0.5
zeroscope,202,"A yellow truck with a sturdy fork lifts a pile of wooden blocks. The truck has a rectangular shape and metal material, with a blue text label 'Toyota' on the hood.",29.80446053,18.93290901,0.1197523,0.875
floor33,203,"Boats on the calm, blue ocean",24.9209938,17.22107601,0.25,1
gen2,203,"Boats on the calm, blue ocean",30.4814415,16.58135438,0.166666667,1
modelscope,203,"Boats on the calm, blue ocean",26.41953278,15.51371002,0.25,1
pika,203,"Boats on the calm, blue ocean",22.92619133,7.073590861,0.142857143,0.5
zeroscope,203,"Boats on the calm, blue ocean",22.79393768,10.58489561,0.25,0.75
floor33,204,"A colorful street scene with a red bicycle, a yellow truck, a blue car and a green scooter.",27.97988892,21.4468708,0.386092395,0.5
gen2,204,"A colorful street scene with a red bicycle, a yellow truck, a blue car and a green scooter.",26.39798546,11.95746318,0.143252398,0.642857143
modelscope,204,"A colorful street scene with a red bicycle, a yellow truck, a blue car and a green scooter.",24.62308693,19.17570782,0.314530275,0.285714286
pika,204,"A colorful street scene with a red bicycle, a yellow truck, a blue car and a green scooter.",28.35220146,9.711102539,0.286128454,0.571428571
zeroscope,204,"A colorful street scene with a red bicycle, a yellow truck, a blue car and a green scooter.",23.97346878,11.15889311,0.336772126,0.357142857
floor33,205,A grey Yamaha motorcycle and a yellow Trek bicycle race.,23.87450981,10.82259989,0.194700196,0.428571429
gen2,205,A grey Yamaha motorcycle and a yellow Trek bicycle race.,22.58887291,11.76402497,0.093062722,0.285714286
modelscope,205,A grey Yamaha motorcycle and a yellow Trek bicycle race.,24.25890541,10.99724221,0.3,0.571428571
pika,205,A grey Yamaha motorcycle and a yellow Trek bicycle race.,18.59938812,9.619593514,0.093062722,0.714285714
zeroscope,205,A grey Yamaha motorcycle and a yellow Trek bicycle race.,23.53836823,10.59493613,0.2,0.428571429
floor33,206,a hot-air ballon landing in a field,27.95872879,15.00958586,0.333333333,0.5
gen2,206,a hot-air ballon landing in a field,23.99892235,15.10599351,0.333333333,0.5
modelscope,206,a hot-air ballon landing in a field,25.16283035,17.24732471,0.375,1
pika,206,a hot-air ballon landing in a field,26.11137581,14.3561786,0.3,0.5
zeroscope,206,a hot-air ballon landing in a field,25.55083275,15.41817212,0.4,1
floor33,207,"Two sleek white airplanes flew in close formation, cutting through the clouds. They rocked and dipped gracefully, performing an aerial dance.",23.17477798,11.45902109,0.036626393,0.625
gen2,207,"Two sleek white airplanes flew in close formation, cutting through the clouds. They rocked and dipped gracefully, performing an aerial dance.",24.30112076,15.76566895,0.109879179,0.5
modelscope,207,"Two sleek white airplanes flew in close formation, cutting through the clouds. They rocked and dipped gracefully, performing an aerial dance.",23.98395729,16.87790918,0.033287108,0.5
pika,207,"Two sleek white airplanes flew in close formation, cutting through the clouds. They rocked and dipped gracefully, performing an aerial dance.",16.33703232,7.961375819,0.066574217,0.625
zeroscope,207,"Two sleek white airplanes flew in close formation, cutting through the clouds. They rocked and dipped gracefully, performing an aerial dance.",25.97339249,15.02053523,0.073841878,0.375
floor33,208,There's a rush in the subway. People are taking the bus to airports to catch their flights. The airplane passes over them.,21.62747955,8.455564499,0.090358264,0.333333333
gen2,208,There's a rush in the subway. People are taking the bus to airports to catch their flights. The airplane passes over them.,20.12474251,2.424505154,0.05241713,0.333333333
modelscope,208,There's a rush in the subway. People are taking the bus to airports to catch their flights. The airplane passes over them.,18.83153725,8.82105875,0.066887171,0.333333333
pika,208,There's a rush in the subway. People are taking the bus to airports to catch their flights. The airplane passes over them.,17.55227852,10.91830603,0.043443486,0.166666667
zeroscope,208,There's a rush in the subway. People are taking the bus to airports to catch their flights. The airplane passes over them.,19.33021736,7.979649186,0.15397536,0.333333333
floor33,209,a rusty red pickup truck with white wheel rims,24.7544136,10.39621544,0.220624226,0.6
gen2,209,a rusty red pickup truck with white wheel rims,25.06653976,14.19208709,0.444444444,0.8
modelscope,209,a rusty red pickup truck with white wheel rims,26.48764038,12.32586384,0.222222222,0.8
pika,209,a rusty red pickup truck with white wheel rims,23.01771164,11.72492324,0.333333333,0.8
zeroscope,209,a rusty red pickup truck with white wheel rims,27.61858749,9.067991257,0.3,0.6
floor33,210,a blue pickup truck with a rhinoceros in its flatbed,23.61105347,13.16665411,0.4,0.5
gen2,210,a blue pickup truck with a rhinoceros in its flatbed,30.56791496,10.60249964,0.389400391,0.833333333
modelscope,210,a blue pickup truck with a rhinoceros in its flatbed,32.70168304,13.0511024,0.363636364,0.833333333
pika,210,a blue pickup truck with a rhinoceros in its flatbed,27.53999138,16.39650366,0.4,0.5
zeroscope,210,a blue pickup truck with a rhinoceros in its flatbed,35.95029831,12.3234303,0.389400391,0.833333333
floor33,211,an orange pickup truck next to a yellow Porsche 911,29.27127075,8.574645042,0.4,0.833333333
gen2,211,an orange pickup truck next to a yellow Porsche 911,23.06915665,9.646443129,0.097350098,0.5
modelscope,211,an orange pickup truck next to a yellow Porsche 911,24.18069458,10.46270037,0.2,0.166666667
pika,211,an orange pickup truck next to a yellow Porsche 911,14.28461933,5.163533105,0.099426591,0.333333333
zeroscope,211,an orange pickup truck next to a yellow Porsche 911,23.80487061,5.089036584,0.166666667,0.5
floor33,212,a pickup truck kicking up dust on a back road,25.02491188,6.864813566,0.497132954,1
gen2,212,a pickup truck kicking up dust on a back road,25.66180038,8.908743143,0.272727273,0.5
modelscope,212,a pickup truck kicking up dust on a back road,24.05004501,9.569326878,0.486750489,1
pika,212,a pickup truck kicking up dust on a back road,19.59223175,10.03401375,0.397706363,1
